lemma,upos,HS_entry_ref
and,CCONJ,106
dugong,NOUN,106
"""",PUNCT,106
mammal,NOUN,106
of,ADP,106
the,DET,106
order,NOUN,106
Sirenia,PROPN,106
"""",PUNCT,106
",",PUNCT,106
seals,NOUN,106
",",PUNCT,106
sea,NOUN,106
lion,NOUN,106
and,CCONJ,106
walruse,NOUN,106
"""",PUNCT,106
mammal,NOUN,106
of,ADP,106
the,DET,106
suborder,NOUN,106
Pinnipedia,PROPN,106
"""",PUNCT,106
and,CCONJ,106
reptile,NOUN,106
),PUNCT,106
pig,NOUN,107
fat,ADJ,107
",",PUNCT,107
free,ADJ,107
of,ADP,107
lean,ADJ,107
meat,NOUN,107
",",PUNCT,107
and,CCONJ,107
poultry,NOUN,107
fat,NOUN,107
",",PUNCT,107
not,PART,107
render,VERB,107
or,CCONJ,107
otherwise,ADV,107
extract,ADJ,107
",",PUNCT,107
fresh,ADJ,107
",",PUNCT,107
chill,VERB,107
",",PUNCT,107
freeze,VERB,107
",",PUNCT,107
salte,VERB,107
",",PUNCT,107
in,ADP,107
brine,NUM,107
",",PUNCT,107
dry,VERB,107
or,CCONJ,107
smoke,VERB,107
pig,NOUN,108
fat,ADJ,108
",",PUNCT,108
free,ADJ,108
of,ADP,108
lean,ADJ,108
meat,NOUN,108
",",PUNCT,108
not,PART,108
render,VERB,108
or,CCONJ,108
otherwise,ADV,108
extract,ADJ,108
",",PUNCT,108
fresh,ADJ,108
",",PUNCT,108
chill,VERB,108
",",PUNCT,108
freeze,VERB,108
",",PUNCT,108
salte,VERB,108
",",PUNCT,108
in,ADP,108
brine,NUM,108
",",PUNCT,108
dry,VERB,108
or,CCONJ,108
smoke,VERB,108
Poultry,ADV,109
fat,ADJ,109
",",PUNCT,109
not,ADV,109
render,VERB,109
or,CCONJ,109
otherwise,ADV,109
extract,ADJ,109
",",PUNCT,109
fresh,ADJ,109
",",PUNCT,109
chill,VERB,109
",",PUNCT,109
freeze,VERB,109
",",PUNCT,109
salte,VERB,109
",",PUNCT,109
in,ADP,109
brine,NUM,109
",",PUNCT,109
dry,VERB,109
or,CCONJ,109
smoke,VERB,109
meat,ADJ,110
and,CCONJ,110
edible,ADJ,110
offal,NOUN,110
",",PUNCT,110
salte,VERB,110
",",PUNCT,110
in,ADP,110
brine,NUM,110
",",PUNCT,110
dry,VERB,110
or,CCONJ,110
smoke,VERB,110
;,PUNCT,110
edible,ADJ,110
flour,NOUN,110
and,CCONJ,110
meal,NOUN,110
of,ADP,110
meat,NOUN,110
or,CCONJ,110
meat,NOUN,110
offal,NOUN,110
Ham,NOUN,111
",",PUNCT,111
shoulder,NOUN,111
and,CCONJ,111
cut,NOUN,111
thereon,ADP,111
of,ADP,111
swine,NUM,111
",",PUNCT,111
salte,VERB,111
",",PUNCT,111
in,ADP,111
brine,NUM,111
",",PUNCT,111
dry,VERB,111
or,CCONJ,111
smoke,VERB,111
",",PUNCT,111
with,ADP,111
bone,NOUN,111
in,ADP,111
Bellies,VERB,112
"""",PUNCT,112
streaky,INTJ,112
"""",PUNCT,112
and,CCONJ,112
cut,NOUN,112
thereon,ADP,112
of,ADP,112
swine,NUM,112
",",PUNCT,112
salte,VERB,112
",",PUNCT,112
in,ADP,112
brine,NUM,112
",",PUNCT,112
dry,VERB,112
or,CCONJ,112
smoke,VERB,112
meat,NOUN,113
of,ADP,113
swine,NUM,113
",",PUNCT,113
salte,VERB,113
",",PUNCT,113
in,ADP,113
brine,NUM,113
",",PUNCT,113
dry,VERB,113
or,CCONJ,113
smoke,VERB,113
(,PUNCT,113
excl,INTJ,113
.,PUNCT,113
hams,NOUN,113
",",PUNCT,113
shoulder,NOUN,113
and,CCONJ,113
cut,NOUN,113
thereon,ADV,113
",",PUNCT,113
with,ADP,113
bone,NUM,113
in,ADP,113
",",PUNCT,113
and,CCONJ,113
belly,NOUN,113
and,CCONJ,113
cut,NOUN,113
thereon,ADV,113
),PUNCT,113
meat,NOUN,114
of,ADP,114
bovine,NUM,114
animal,NOUN,114
",",PUNCT,114
salte,VERB,114
",",PUNCT,114
in,ADP,114
brine,NUM,114
",",PUNCT,114
dry,VERB,114
or,CCONJ,114
smoke,VERB,114
meat,ADJ,115
and,CCONJ,115
edible,ADJ,115
offal,NOUN,115
",",PUNCT,115
salte,VERB,115
",",PUNCT,115
in,ADP,115
brine,NUM,115
",",PUNCT,115
dry,VERB,115
or,CCONJ,115
smoke,VERB,115
",",PUNCT,115
and,CCONJ,115
edible,ADJ,115
flour,NOUN,115
and,CCONJ,115
meal,NOUN,115
of,ADP,115
meat,NOUN,115
and,CCONJ,115
meat,NOUN,115
offal,ADJ,115
",",PUNCT,115
of,ADP,115
primate,NOUN,115
meat,ADJ,116
and,CCONJ,116
edible,ADJ,116
offal,NOUN,116
",",PUNCT,116
salte,VERB,116
",",PUNCT,116
in,ADP,116
brine,NUM,116
",",PUNCT,116
dry,VERB,116
or,CCONJ,116
smoke,VERB,116
",",PUNCT,116
and,CCONJ,116
edible,ADJ,116
flour,NOUN,116
and,CCONJ,116
meal,NOUN,116
of,ADP,116
meat,NOUN,116
or,CCONJ,116
meat,NOUN,116
offal,ADJ,116
",",PUNCT,116
of,ADP,116
whale,NOUN,116
",",PUNCT,116
dolphin,NOUN,116
and,CCONJ,116
porpoise,NOUN,116
(,PUNCT,116
mammal,NOUN,116
of,ADP,116
the,DET,116
order,NOUN,116
Cetacea,PROPN,116
),PUNCT,116
",",PUNCT,116
manatee,NOUN,116
and,CCONJ,116
dugong,NOUN,116
(,PUNCT,116
mammal,NOUN,116
of,ADP,116
the,DET,116
order,NOUN,116
Sirenia,PROPN,116
),PUNCT,116
and,CCONJ,116
seal,NOUN,116
",",PUNCT,116
sea,NOUN,116
lion,NOUN,116
and,CCONJ,116
walruse,NOUN,116
(,PUNCT,116
mammal,NOUN,116
of,ADP,116
the,DET,116
suborder,NOUN,116
Pinnipedia,PROPN,116
),PUNCT,116
meat,ADJ,117
and,CCONJ,117
edible,ADJ,117
offal,NOUN,117
",",PUNCT,117
salte,VERB,117
",",PUNCT,117
in,ADP,117
brine,NUM,117
",",PUNCT,117
dry,VERB,117
or,CCONJ,117
smoke,VERB,117
",",PUNCT,117
and,CCONJ,117
edible,ADJ,117
flour,NOUN,117
and,CCONJ,117
meal,NOUN,117
of,ADP,117
meat,NOUN,117
and,CCONJ,117
meat,NOUN,117
offal,ADJ,117
",",PUNCT,117
of,ADP,117
reptile,NOUN,117
"""",PUNCT,117
e.g.,X,117
snake,NOUN,117
",",PUNCT,117
turtle,NOUN,117
",",PUNCT,117
alligator,NOUN,117
"""",PUNCT,117
meat,ADJ,118
and,CCONJ,118
edible,ADJ,118
offal,NOUN,118
",",PUNCT,118
salte,VERB,118
",",PUNCT,118
in,ADP,118
brine,NUM,118
",",PUNCT,118
dry,VERB,118
or,CCONJ,118
smoke,VERB,118
",",PUNCT,118
and,CCONJ,118
edible,ADJ,118
flour,NOUN,118
and,CCONJ,118
meal,NOUN,118
of,ADP,118
meat,NOUN,118
and,CCONJ,118
meat,NOUN,118
offal,NOUN,118
(,PUNCT,118
excl,INTJ,118
.,PUNCT,118
meat,NOUN,118
of,ADP,118
bovine,NUM,118
animal,NOUN,118
and,CCONJ,118
swine,NOUN,118
and,CCONJ,118
meat,NOUN,118
and,CCONJ,118
edible,ADJ,118
offal,NOUN,118
of,ADP,118
primate,NOUN,118
",",PUNCT,118
whale,NOUN,118
",",PUNCT,118
dolphin,NOUN,118
and,CCONJ,118
porpoise,NOUN,118
"""",PUNCT,118
mammal,NOUN,118
of,ADP,118
the,DET,118
order,NOUN,118
Cetacea,NOUN,118
"""",PUNCT,118
",",PUNCT,118
manatee,NOUN,118
and,CCONJ,118
dugong,NOUN,118
"""",PUNCT,118
mammal,NOUN,118
of,ADP,118
the,DET,118
order,NOUN,118
Sirenia,PROPN,118
"""",PUNCT,118
",",PUNCT,118
seals,NOUN,118
",",PUNCT,118
sea,NOUN,118
lion,NOUN,118
and,CCONJ,118
walruse,NOUN,118
"""",PUNCT,118
mammal,NOUN,118
of,ADP,118
the,DET,118
suborder,NOUN,118
Pinnipedia,PROPN,118
"""",PUNCT,118
and,CCONJ,118
reptile,NOUN,118
),PUNCT,118
Fish,ADJ,119
and,CCONJ,119
crustaceans,PROPN,119
",",PUNCT,119
MOLLUSCS,PROPN,119
and,CCONJ,119
other,PROPN,119
AQUATIC,PROPN,119
INVERTEBRATES,PROPN,119
Live,ADJ,120
fish,NOUN,120
Live,PROPN,121
ornamental,ADJ,121
freshwater,NOUN,121
fish,NOUN,121
Live,PROPN,122
ornamental,ADJ,122
fish,NOUN,122
(,PUNCT,122
excl,INTJ,122
.,PUNCT,122
freshwater,NOUN,122
),PUNCT,122
Live,VERB,123
trout,ADP,123
"""",PUNCT,123
Salmo,PROPN,123
trutta,PROPN,123
",",PUNCT,123
Oncorhynchus,CCONJ,123
mykiss,NOUN,123
",",PUNCT,123
Oncorhynchus,CCONJ,123
clarki,NOUN,123
",",PUNCT,123
Oncorhynchus,CCONJ,123
aguabonita,NOUN,123
",",PUNCT,123
Oncorhynchus,CCONJ,123
gila,NOUN,123
",",PUNCT,123
Oncorhynchus,CCONJ,123
apache,PRON,123
and,CCONJ,123
Oncorhynchus,PRON,123
chrysogaster,NOUN,123
"""",PUNCT,123
Live,ADJ,124
eel,NOUN,124
"""",PUNCT,124
Anguilla,NOUN,124
spp,NOUN,124
.,PUNCT,124
"""",PUNCT,124
Live,PROPN,125
carp,NOUN,125
"""",PUNCT,125
Cyprinus,NOUN,125
spp.,NOUN,125
",",PUNCT,125
Carassius,PROPN,125
spp.,NOUN,125
",",PUNCT,125
Ctenopharyngodon,PROPN,125
idellus,PROPN,125
",",PUNCT,125
Hypophthalmichthys,PROPN,125
spp.,NOUN,125
",",PUNCT,125
Cirrhinus,PROPN,125
spp.,NOUN,125
",",PUNCT,125
Mylopharyngodon,PROPN,125
piceus,NOUN,125
",",PUNCT,125
Catla,PROPN,125
catla,PROPN,125
",",PUNCT,125
Labeo,PROPN,125
spp.,NOUN,125
",",PUNCT,125
Osteochilus,CCONJ,125
hasselto,NOUN,125
",",PUNCT,125
Leptobarbus,PROPN,125
hoeveni,PROPN,125
",",PUNCT,125
Megalobrama,PROPN,125
spp,NOUN,125
.,PUNCT,125
"""",PUNCT,125
Live,PROPN,126
Atlantic,PROPN,126
and,CCONJ,126
Pacific,PROPN,126
bluefin,ADP,126
tuna,PROPN,126
(,PUNCT,126
Thunnus,PROPN,126
thynnus,NOUN,126
",",PUNCT,126
Thunnus,CCONJ,126
orientalis,NOUN,126
),PUNCT,126
Live,ADJ,127
southern,ADJ,127
bluefin,NOUN,127
tunas,NOUN,127
"""",PUNCT,127
Thunnus,PROPN,127
maccoyii,PROPN,127
"""",PUNCT,127
Live,ADJ,128
fish,NOUN,128
(,PUNCT,128
excl,INTJ,128
.,PUNCT,128
ornamental,ADJ,128
fish,NOUN,128
",",PUNCT,128
trout,NOUN,128
[,PUNCT,128
Salmo,PROPN,128
trutta,NOUN,128
",",PUNCT,128
Oncorhynchus,PRON,128
mykiss,VERB,128
",",PUNCT,128
Oncorhynchus,CCONJ,128
clarki,NOUN,128
",",PUNCT,128
Oncorhynchus,CCONJ,128
aguabonita,NOUN,128
",",PUNCT,128
Oncorhynchus,CCONJ,128
gila,NOUN,128
",",PUNCT,128
Oncorhynchus,CCONJ,128
apache,PRON,128
and,CCONJ,128
Oncorhynchus,PRON,128
chrysogaster,NOUN,128
],PUNCT,128
",",PUNCT,128
eels,NOUN,128
[,PUNCT,128
Anguilla,NOUN,128
spp.,NOUN,128
],PUNCT,128
",",PUNCT,128
carp,NOUN,128
[,PUNCT,128
Cyprinus,CCONJ,128
spp.,NOUN,128
",",PUNCT,128
Carassius,PROPN,128
spp.,NOUN,128
",",PUNCT,128
Ctenopharyngodon,PROPN,128
idellus,PROPN,128
",",PUNCT,128
Hypophthalmichthys,PROPN,128
spp.,NOUN,128
",",PUNCT,128
Cirrhinus,CCONJ,128
spp.,NOUN,128
",",PUNCT,128
Mylopharyngodon,PROPN,128
piceus,NOUN,128
",",PUNCT,128
Catla,PROPN,128
catla,PROPN,128
",",PUNCT,128
Labeo,PROPN,128
spp.,NOUN,128
",",PUNCT,128
Osteochilus,CCONJ,128
hasselto,NOUN,128
",",PUNCT,128
Leptobarbus,PROPN,128
hoeveni,PROPN,128
",",PUNCT,128
Megalobrama,PROPN,128
spp,NOUN,128
.,PUNCT,128
],PUNCT,128
",",PUNCT,128
Atlantic,PROPN,128
and,CCONJ,128
Pacific,PROPN,128
bluefin,ADP,128
tuna,NOUN,128
[,PUNCT,128
Thunnus,CCONJ,128
thynnus,PRON,128
",",PUNCT,128
Thunnus,CCONJ,128
orientalis,PRON,128
],PUNCT,128
and,CCONJ,128
southern,ADJ,128
bluefin,ADP,128
tuna,NOUN,128
[,PUNCT,128
Thunnus,CCONJ,128
maccoyii,NOUN,128
],PUNCT,128
),PUNCT,128
fish,INTJ,129
",",PUNCT,129
fresh,ADJ,129
or,CCONJ,129
chilled,ADJ,129
(,PUNCT,129
excl,NOUN,129
.,PUNCT,129
fish,ADJ,129
fillet,NOUN,129
and,CCONJ,129
other,ADJ,129
fish,NOUN,129
meat,NOUN,129
of,ADP,129
heading,NOUN,129
0304,NUM,129
),PUNCT,129
Fresh,PROPN,130
or,CCONJ,130
chill,VERB,130
trout,ADP,130
"""",PUNCT,130
Salmo,PROPN,130
trutta,PROPN,130
",",PUNCT,130
Oncorhynchus,CCONJ,130
mykiss,NOUN,130
",",PUNCT,130
Oncorhynchus,CCONJ,130
clarki,NOUN,130
",",PUNCT,130
Oncorhynchus,PROPN,130
aguabonita,PROPN,130
",",PUNCT,130
Oncorhynchus,CCONJ,130
gila,NOUN,130
",",PUNCT,130
Oncorhynchus,CCONJ,130
apache,PRON,130
and,CCONJ,130
Oncorhynchus,PROPN,130
chrysogaster,PROPN,130
"""",PUNCT,130
Fresh,PROPN,131
or,CCONJ,131
chill,PROPN,131
Pacific,PROPN,131
salmon,PROPN,131
"""",PUNCT,131
Oncorhynchus,PROPN,131
nerka,PROPN,131
",",PUNCT,131
Oncorhynchus,PROPN,131
gorbuscha,PROPN,131
",",PUNCT,131
Oncorhynchus,PROPN,131
keta,PROPN,131
",",PUNCT,131
Oncorhynchus,PROPN,131
tschawytscha,PROPN,131
",",PUNCT,131
Oncorhynchus,CCONJ,131
kisutch,NOUN,131
",",PUNCT,131
Oncorhynchus,PROPN,131
masou,PROPN,131
and,CCONJ,131
Oncorhynchus,PROPN,131
rhodurus,PROPN,131
"""",PUNCT,131
Fresh,PROPN,132
or,CCONJ,132
chill,PROPN,132
Atlantic,PROPN,132
salmon,PROPN,132
"""",PUNCT,132
Salmo,PROPN,132
salar,NOUN,132
"""",PUNCT,132
and,CCONJ,132
Danube,PROPN,132
salmon,PROPN,132
"""",PUNCT,132
Hucho,PROPN,132
hucho,PROPN,132
"""",PUNCT,132
Fresh,PROPN,133
or,CCONJ,133
chilled,VERB,133
salmonida,NOUN,133
(,PUNCT,133
excl,INTJ,133
.,PUNCT,133
trout,ADP,133
"""",PUNCT,133
Salmo,PROPN,133
trutta,PROPN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
mykiss,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
clarki,NOUN,133
",",PUNCT,133
Oncorhynchus,PROPN,133
aguabonita,PROPN,133
",",PUNCT,133
Oncorhynchus,PRON,133
gila,VERB,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
apache,PRON,133
and,CCONJ,133
Oncorhynchus,ADP,133
chrysogaster,NOUN,133
"""",PUNCT,133
",",PUNCT,133
Pacific,PROPN,133
salmon,NOUN,133
"""",PUNCT,133
Oncorhynchus,CCONJ,133
nerka,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
gorbuscha,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
keta,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
tschawytscha,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
kisutch,NOUN,133
",",PUNCT,133
Oncorhynchus,CCONJ,133
masou,NOUN,133
and,CCONJ,133
Oncorhynchus,NOUN,133
rhodurus,NOUN,133
"""",PUNCT,133
",",PUNCT,133
Atlantic,PROPN,133
salmon,NOUN,133
"""",PUNCT,133
Salmo,NOUN,133
salar,NOUN,133
"""",PUNCT,133
and,CCONJ,133
Danube,PROPN,133
salmon,PROPN,133
"""",PUNCT,133
Hucho,PROPN,133
hucho,PROPN,133
"""",PUNCT,133
),PUNCT,133
Fresh,PROPN,134
or,CCONJ,134
chill,VERB,134
lesser,ADJ,134
or,CCONJ,134
Greenland,PROPN,134
halibut,CCONJ,134
"""",PUNCT,134
Reinhardtius,ADJ,134
hippoglossoide,NOUN,134
",",PUNCT,134
Atlantic,PROPN,134
halibut,NOUN,134
"""",PUNCT,134
Hippoglossus,CCONJ,134
hippoglossus,PRON,134
"""",PUNCT,134
and,CCONJ,134
Pacific,PROPN,134
halibut,CCONJ,134
"""",PUNCT,134
Hippoglossus,ADJ,134
stenolepis,NOUN,134
"""",PUNCT,134
Fresh,PROPN,135
or,CCONJ,135
chill,VERB,135
plaice,NOUN,135
"""",PUNCT,135
Pleuronecte,NOUN,135
platessa,NOUN,135
"""",PUNCT,135
Fresh,PROPN,136
or,CCONJ,136
chill,VERB,136
sole,ADJ,136
"""",PUNCT,136
Solea,NOUN,136
spp,NOUN,136
.,PUNCT,136
"""",PUNCT,136
Fresh,PROPN,137
or,CCONJ,137
chill,VERB,137
turbot,NOUN,137
"""",PUNCT,137
Pset,NOUN,137
of,ADP,137
maxima,NOUN,137
"""",PUNCT,137
Fresh,PROPN,138
or,CCONJ,138
chill,VERB,138
flat,ADJ,138
fish,NOUN,138
"""",PUNCT,138
Pleuronectida,NOUN,138
",",PUNCT,138
Bothidae,PROPN,138
",",PUNCT,138
Cynoglossidae,PROPN,138
",",PUNCT,138
Soleidae,PROPN,138
",",PUNCT,138
Scophthalmidae,PROPN,138
and,CCONJ,138
Catharidae,PROPN,138
"""",PUNCT,138
(,PUNCT,138
excl,INTJ,138
.,PUNCT,138
halibut,CCONJ,138
"""",PUNCT,138
Reinhardtius,PRON,138
hippoglossoide,VERB,138
",",PUNCT,138
Hippoglossus,CCONJ,138
hippoglossus,PRON,138
and,CCONJ,138
Hippoglossus,PRON,138
stenolepis,VERB,138
"""",PUNCT,138
",",PUNCT,138
plaice,NOUN,138
"""",PUNCT,138
Pleuronecte,NOUN,138
platessa,NOUN,138
"""",PUNCT,138
",",PUNCT,138
sole,ADJ,138
"""",PUNCT,138
Solea,NOUN,138
spp.,NOUN,138
"""",PUNCT,138
and,CCONJ,138
turbot,NOUN,138
"""",PUNCT,138
Psetta,PROPN,138
maxima,PROPN,138
"""",PUNCT,138
),PUNCT,138
Fresh,PROPN,139
or,CCONJ,139
chill,VERB,139
albacore,ADP,139
or,CCONJ,139
longfin,VERB,139
tuna,NOUN,139
"""",PUNCT,139
Thunnus,PROPN,139
alalunga,PROPN,139
"""",PUNCT,139
Fresh,PROPN,140
or,CCONJ,140
chill,VERB,140
yellowfin,ADP,140
tuna,NOUN,140
"""",PUNCT,140
Thunnus,CCONJ,140
albacare,NOUN,140
"""",PUNCT,140
Fresh,PROPN,141
or,CCONJ,141
chill,VERB,141
skipjack,NOUN,141
or,CCONJ,141
stripe,NOUN,141
-,PUNCT,141
belly,VERB,141
bonito,NOUN,141
Fresh,PROPN,142
or,CCONJ,142
chill,VERB,142
bigeye,ADP,142
tuna,NOUN,142
"""",PUNCT,142
Thunnus,CCONJ,142
obesus,NOUN,142
"""",PUNCT,142
Fresh,PROPN,143
or,CCONJ,143
chill,VERB,143
Atlantic,PROPN,143
and,CCONJ,143
Pacific,PROPN,143
bluefin,ADP,143
tuna,NOUN,143
(,PUNCT,143
Thunnus,CCONJ,143
thynnus,PRON,143
",",PUNCT,143
Thunnus,CCONJ,143
orientalis,PRON,143
),PUNCT,143
Fresh,PROPN,144
or,CCONJ,144
chill,VERB,144
southern,ADJ,144
bluefin,NOUN,144
tunas,NOUN,144
"""",PUNCT,144
Thunnus,PROPN,144
maccoyii,PROPN,144
"""",PUNCT,144
Fresh,PROPN,145
or,CCONJ,145
chill,VERB,145
tuna,NOUN,145
of,ADP,145
the,DET,145
genus,NOUN,145
"""",PUNCT,145
Thunnus,PROPN,145
"""",PUNCT,145
(,PUNCT,145
excl,INTJ,145
.,PUNCT,145
Thunnus,CCONJ,145
alalunga,NOUN,145
",",PUNCT,145
Thunnus,PRON,145
albacare,VERB,145
",",PUNCT,145
Thunnus,CCONJ,145
obesus,PRON,145
",",PUNCT,145
Thunnus,CCONJ,145
thynnus,PRON,145
",",PUNCT,145
Thunnus,CCONJ,145
orientalis,NOUN,145
and,CCONJ,145
Thunnus,ADJ,145
maccoyii,NOUN,145
),PUNCT,145
Fresh,PROPN,146
or,CCONJ,146
chill,VERB,146
herring,NOUN,146
"""",PUNCT,146
Clupea,NOUN,146
harengus,NOUN,146
",",PUNCT,146
clupea,NOUN,146
pallasii,NOUN,146
"""",PUNCT,146
Fresh,PROPN,147
or,CCONJ,147
chill,VERB,147
anchovie,NOUN,147
"""",PUNCT,147
Engraulis,PRON,147
spp,NOUN,147
.,PUNCT,147
"""",PUNCT,147
Fresh,PROPN,148
or,CCONJ,148
chill,VERB,148
sardine,NOUN,148
"""",PUNCT,148
Sardina,PROPN,148
pilchardus,NOUN,148
",",PUNCT,148
Sardinops,PROPN,148
spp.,NOUN,148
"""",PUNCT,148
",",PUNCT,148
sardinella,NOUN,148
"""",PUNCT,148
Sardinella,NOUN,148
spp.,NOUN,148
"""",PUNCT,148
",",PUNCT,148
brisling,VERB,148
or,CCONJ,148
sprat,NOUN,148
"""",PUNCT,148
Sprattus,NOUN,148
sprattus,NOUN,148
"""",PUNCT,148
Fresh,PROPN,149
or,CCONJ,149
chill,VERB,149
mackerel,NOUN,149
"""",PUNCT,149
Scomber,PROPN,149
scombrus,PROPN,149
",",PUNCT,149
Scomber,PROPN,149
australasicus,PROPN,149
",",PUNCT,149
Scomber,PROPN,149
japonicus,PROPN,149
"""",PUNCT,149
Fresh,PROPN,150
or,CCONJ,150
chill,VERB,150
jack,NOUN,150
and,CCONJ,150
horse,NOUN,150
mackerel,NOUN,150
"""",PUNCT,150
Trachurus,NOUN,150
spp,NOUN,150
.,PUNCT,150
"""",PUNCT,150
Fresh,PROPN,151
or,CCONJ,151
chill,VERB,151
cobia,NOUN,151
"""",PUNCT,151
Rachycentron,PROPN,151
canadum,PROPN,151
"""",PUNCT,151
Fresh,PROPN,152
or,CCONJ,152
chill,VERB,152
swordfish,ADJ,152
"""",PUNCT,152
Xiphias,NOUN,152
gladius,NOUN,152
"""",PUNCT,152
Fresh,PROPN,153
or,CCONJ,153
chill,VERB,153
indian,ADJ,153
mackerel,NOUN,153
"""",PUNCT,153
Rastrelliger,NOUN,153
spp.,NOUN,153
"""",PUNCT,153
",",PUNCT,153
seerfish,VERB,153
"""",PUNCT,153
Scomberomorus,ADJ,153
spp.,NOUN,153
"""",PUNCT,153
",",PUNCT,153
jack,NOUN,153
",",PUNCT,153
crevalle,NOUN,153
"""",PUNCT,153
Caranx,NOUN,153
spp.,NOUN,153
"""",PUNCT,153
",",PUNCT,153
silver,ADJ,153
pomfret,NOUN,153
"""",PUNCT,153
Pampus,NOUN,153
spp,NOUN,153
.,PUNCT,153
"""",PUNCT,153
",",PUNCT,153
Pacific,PROPN,153
saury,NOUN,153
"""",PUNCT,153
Cololabis,PROPN,153
saira,PROPN,153
"""",PUNCT,153
",",PUNCT,153
scad,NOUN,153
"""",PUNCT,153
Decapterus,CCONJ,153
spp.,NOUN,153
"""",PUNCT,153
",",PUNCT,153
capelin,VERB,153
"""",PUNCT,153
Mallotus,NOUN,153
villosus,NOUN,153
"""",PUNCT,153
",",PUNCT,153
Kawakawa,PROPN,153
"""",PUNCT,153
Euthynnus,PRON,153
affinis,VERB,153
"""",PUNCT,153
",",PUNCT,153
bunito,NOUN,153
"""",PUNCT,153
Sarda,PROPN,153
spp.,NOUN,153
"""",PUNCT,153
",",PUNCT,153
marlin,NOUN,153
",",PUNCT,153
sailfish,NOUN,153
and,CCONJ,153
spearfish,ADJ,153
"""",PUNCT,153
Istiophoridae,NOUN,153
"""",PUNCT,153
Fresh,PROPN,154
or,CCONJ,154
chill,VERB,154
cod,NOUN,154
"""",PUNCT,154
Gadus,CCONJ,154
morhua,NOUN,154
",",PUNCT,154
Gadus,CCONJ,154
ogac,ADJ,154
",",PUNCT,154
Gadus,CCONJ,154
macrocephalus,NOUN,154
"""",PUNCT,154
Fresh,PROPN,155
or,CCONJ,155
chill,VERB,155
haddock,NOUN,155
"""",PUNCT,155
Melanogrammus,NOUN,155
aeglefinus,NOUN,155
"""",PUNCT,155
Fresh,PROPN,156
or,CCONJ,156
chill,VERB,156
coalfish,NOUN,156
"""",PUNCT,156
Pollachius,NOUN,156
viren,NOUN,156
"""",PUNCT,156
Fresh,PROPN,157
or,CCONJ,157
chill,VERB,157
hake,NOUN,157
"""",PUNCT,157
Merluccius,PROPN,157
spp.,NOUN,157
",",PUNCT,157
Urophycis,PRON,157
spp,NOUN,157
.,PUNCT,157
"""",PUNCT,157
Fresh,PROPN,158
or,CCONJ,158
chill,PROPN,158
Alaska,PROPN,158
pollack,NOUN,158
"""",PUNCT,158
Theragra,PROPN,158
chalcogramma,PROPN,158
"""",PUNCT,158
Fresh,PROPN,159
or,CCONJ,159
chill,VERB,159
blue,ADJ,159
whiting,NOUN,159
"""",PUNCT,159
Micromesistius,PROPN,159
poutassou,PROPN,159
",",PUNCT,159
Micromesistius,PROPN,159
australis,PROPN,159
"""",PUNCT,159
Fresh,PROPN,160
or,CCONJ,160
chill,VERB,160
fish,NOUN,160
of,ADP,160
the,DET,160
family,NOUN,160
Bregmacerotidae,PROPN,160
",",PUNCT,160
Euclichthyidae,PROPN,160
",",PUNCT,160
Gadidae,PROPN,160
",",PUNCT,160
Macrouridae,PROPN,160
",",PUNCT,160
Melanonidae,PROPN,160
",",PUNCT,160
Merlucciidae,PROPN,160
",",PUNCT,160
Moridae,PROPN,160
and,CCONJ,160
Muraenolepididae,PROPN,160
(,PUNCT,160
excl,INTJ,160
.,PUNCT,160
cod,INTJ,160
",",PUNCT,160
haddock,NOUN,160
",",PUNCT,160
coalfish,NOUN,160
",",PUNCT,160
hake,NOUN,160
",",PUNCT,160
Alaska,PROPN,160
pollack,NOUN,160
and,CCONJ,160
blue,ADJ,160
whiting,NOUN,160
),PUNCT,160
Fresh,PROPN,161
or,CCONJ,161
chill,VERB,161
tilapia,ADP,161
"""",PUNCT,161
Oreochromis,PRON,161
spp,NOUN,161
.,PUNCT,161
"""",PUNCT,161
Fresh,PROPN,162
or,CCONJ,162
chill,VERB,162
catfish,NOUN,162
"""",PUNCT,162
Pangasius,CCONJ,162
spp.,NOUN,162
",",PUNCT,162
Silurus,PROPN,162
spp.,NOUN,162
",",PUNCT,162
Clarias,PROPN,162
spp.,NOUN,162
",",PUNCT,162
Ictalurus,CCONJ,162
spp,NOUN,162
.,PUNCT,162
"""",PUNCT,162
Fresh,PROPN,163
or,CCONJ,163
chill,VERB,163
carp,NOUN,163
"""",PUNCT,163
Cyprinus,NOUN,163
spp.,NOUN,163
",",PUNCT,163
Carassius,PROPN,163
spp.,NOUN,163
",",PUNCT,163
Ctenopharyngodon,PROPN,163
idellus,PROPN,163
",",PUNCT,163
Hypophthalmichthys,PROPN,163
spp.,NOUN,163
",",PUNCT,163
Cirrhinus,CCONJ,163
spp.,NOUN,163
",",PUNCT,163
Mylopharyngodon,PROPN,163
